,Iteração,x,f(x),f'(x),|xn - xn-1|,|xn - xn-1|/|xn|,|F(xn)|
0,0,2.0,0.3862943611198906,1.6931471805599454,0.22815167255107616,0.12876478703996347,0.013538446799214343
1,1,1.7718483274489238,0.013538446799214343,1.572023254529065,0.00861211611228363,0.004884266814005097,2.0963702630050207e-05
2,2,1.7632362113366402,2.0963702630050207e-05,1.5671508770481486,1.3376952364474448e-05,7.586648779503659e-06,5.0742521295887855e-11
3,2,1.7632228343842757,5.0742521295887855e-11,1.5671432904281475,1.3376952364474448e-05,7.586648779503659e-06,5.0742521295887855e-11
